avg_monthly_income,income_consistency,avg_monthly_txn_count,txn_consistency,utility_ontime_rate,platform_tenure_months,customer_rating,cancellation_rate,savings_rate,debt_to_income,is_good
2036,0.832233363906698,6.333333333333333,0.7093326048108615,1,33,3.7,0.126,0,0.6971260132645541,1
5452,0.6325197555539409,16.583333333333332,0.7978050297615004,0.4883720930232558,16,4.9,0.252,0.008790024292085226,0.27201027146001466,0
1827,0.8793898524552564,9.25,0.7135475117912676,0.8048780487804879,1,3.8,0.166,0,0.5517241379310345,1
22860,0.9553586862200135,7.583333333333333,0.8631879165056183,0.4782608695652174,21,4.5,0,0,0.2975503062117235,1
10912,0.7550127808664685,9.666666666666666,0.6746903057911515,0.35714285714285715,32,4.3,0.186,0,0.8792155425219942,0
21767,0.7893896916540026,95.75,0.8854244943836622,0.5833333333333334,14,4.4,0.072,0,0.5726558551936417,1
7761,0.6126050309972423,18.166666666666668,0.8082151838498453,0.75,1,3.9,0.115,0,0.6571318129107074,0
17448,0.8271482748369858,103.41666666666667,0.8716901415277557,0.6111111111111112,11,3.6,0.1,0.11486606267357807,0,1
7924,0.872084191535023,9,0.5817929707171772,0.55,24,3.5,0.221,0,0.34593298416103996,0
12385,0.8699744637202738,11.083333333333334,0.7516519614298686,1,38,3.3,0.184,0,0.5942912511607251,1
33744,0.7118519375680128,18.083333333333332,0.7324409517604649,0.8723404255319149,8,4.1,0.096,0,0.5075051491398344,1
17146,0.7877816266776168,6.75,0.8173006347290279,0.9761904761904762,55,3.7,0.145,0,0.5737198180333606,1
11051,0.7869405678043349,100.16666666666667,0.8925660668395479,0.6410256410256411,8,2.9,0.012,0.0007369347223565253,0.28667088951226133,1
8642,0.962693503063354,6.833333333333333,0.8327889121853403,0.8292682926829268,34,4.7,0.101,0,0.8042119879657487,1
7083,0.9017740685703973,91.75,0.8788665647749286,0.3953488372093023,1,3.6,0,0.01884685009788987,0.07709142252029651,1
13699,0.8287201170256705,6.333333333333333,0.803070663854003,0.5909090909090909,32,4,0.048,0,0.4801985618863379,1
5338,0.7828872047241247,103.33333333333333,0.8493855802589838,0.43902439024390244,23,3.9,0.07,0.08278874949970509,0.09985013113525665,1
12239,0.7432160854880918,10,0.6488115415715754,0.7608695652173914,5,4.1,0.178,0.03469649863507327,0,1
8599,0.7041331164793491,19.5,0.7389312077042519,0.6153846153846154,13,3.2,0.351,0.058775407678186925,0,1
8230,0.8628039077154344,6.833333333333333,0.8327889121853403,0.6739130434782609,29,3.5,0.119,0.00108429402090592,0.28226002430133657,1
2784,0.7371738764205864,16,0.7397917500667335,0.75,73,3.7,0.118,0.006727229092298008,0.39985629603017786,1
36778,0.6017931396628731,15.666666666666666,0.6669685990957759,0.4782608695652174,30,3.2,0.086,0,0.6772527054217196,0
13725,0.805217562799609,105.16666666666667,0.8860385648916209,0.43243243243243246,15,3.5,0.168,0.0365296910068262,0.2422674778680462,1
17810,0.6101546190934265,17,0.7380315840022081,0.7560975609756098,16,3.5,0.161,0.0892300183923511,0.09775407074677148,1
15711,0.5732122121660115,16.333333333333332,0.7704648596081226,1,96,4,0.085,0,1.0724333269683661,1
10829,0.6593120344298187,10.666666666666666,0.6634271995540935,0.918918918918919,12,3.4,0,0.03388619088997299,0,1
14999,0.6818607615768493,20.25,0.8423809217925469,0.5238095238095238,17,3.5,0,0.008773296549872047,0.343034303430343,1
2642,0.7719856652236023,6.333333333333333,0.7316305519161692,0.5365853658536586,13,4.2,0.015,0,0.0987887963663891,1
8620,0.8060317595236406,96.5,0.8543374727790967,0.925,32,4.6,0.201,0.05410733244288083,0.14153132250580047,1
15188,0.6843196836252521,18.916666666666668,0.7804858589726698,0.8571428571428571,21,3.8,0.06,0.00696717403264682,0.10330524097972084,1
25227,0.8110081768357824,6.583333333333333,0.8092845674263371,0.6976744186046512,67,3.3,0.176,0,0.5057380135968129,1
5607,0.814176653399665,101.83333333333333,0.8744455750310267,0.6744186046511628,1,3.7,0.175,0.10438670963395465,0,1
12769,0.4459199749712518,16.25,0.6973489911860615,0.42105263157894735,64,3.9,0.013,0.01579736744557488,0.47607486882293054,1
24368,0.824916552012881,10.75,0.6819815271819223,0.7105263157894737,51,4.2,0.085,0,0.3612934996717006,1
8643,0.6051368789083758,6.833333333333333,0.8033595671146695,0.6428571428571429,54,3.8,0.098,0,0.460862019091698,1
20040,0.7334790540923299,20.166666666666668,0.839533158355805,0.7073170731707317,28,4.2,0.208,0.017538822051519173,0.14141716566866266,1
16245,0.6799793007486417,11.5,0.7171127348414039,0.7674418604651163,25,3.6,0.165,0,0.6323370987103327,1
8913,0.8047782473359536,98.83333333333333,0.9046508941434929,0.5333333333333333,1,4.3,0.109,0.0006037837112572119,0.6594861438348479,1
13991,0.5906669774036262,6.75,0.8173006347290279,0.6666666666666666,11,4.3,0.056,0,1.001572439425345,0
13929,0.7392545600567813,6.583333333333333,0.7900870385851013,0.45,40,4.6,0.101,0,0.6756650034102739,1
1779,0.735521649069776,6,0.7546733092686709,1,41,4.9,0.18,0,0.65654862282181,1
7728,0.8006210625302875,100.66666666666667,0.8678812096472848,0.2857142857142857,1,4.1,0.159,0,0.9091614906832298,0
25024,0.7458813525016741,12.25,0.7570942711379983,0.6585365853658537,72,4.3,0.116,0.002458222618308134,0.056586808400103904,1
21674,0.8766009673318901,12.083333333333334,0.7932184227508283,0.6136363636363636,37,3.4,0.08,0,0.533739359125199,1
5886,0.8477178317087477,6.25,0.6997778600213946,1,24,4.9,0.136,0,0.5729334805878855,1
2152,0.7233655295080501,92.83333333333333,0.8706737632786212,0.7619047619047619,18,4.8,0.256,0.014623982403619845,0.11945154543341854,1
15211,0.688142734954331,20.5,0.8503093281339678,0.6666666666666666,72,4.3,0.085,0,0.7370981526526855,1
16153,0.6294564044857266,15.666666666666666,0.7238137237075071,0.7954545454545454,7,3.4,0.018,0.02973838117605367,0,1
6857,0.8427642117023614,95.75,0.8620958351247985,0.6216216216216216,16,5,0.117,0.004358816030214781,0.2759425362794429,1
20561,0.5565689655040615,19.333333333333332,0.7617193972226681,0.8780487804878049,56,4.3,0.139,0,1.0432139296223342,0
16136,0.7179446940866642,5.583333333333333,0.6692758237886516,0.7380952380952381,13,4.7,0.163,0.0035648657152177955,0.04623346038238666,1
12386,0.8297643369378394,95.41666666666667,0.8502826471323393,1,7,4,0.161,0.09835160533001265,0,1
2041,0.7590990152098342,6.333333333333333,0.7165702733087103,0.6904761904761905,28,3.9,0.181,0,1.0313571778539932,0
8389,0.6161621489099671,5.666666666666667,0.7469904333222757,0.7073170731707317,57,4.2,0.171,0,0.7226560171663587,0
3865,0.8723429435016734,10,0.6890873648970395,0.7555555555555555,43,3.2,0.056,0.007164937179128411,0.1951093285030405,1
13648,0.8524151933458249,6.083333333333333,0.7538054691012133,1,91,4.4,0.179,0,0.7967026928008792,1
11636,0.7292272537898885,9.916666666666666,0.6669256944099762,0.7021276595744681,8,4,0.139,0,1.0520390185209059,0
8763,0.6926884000566779,96.25,0.9044828959009684,0.9791666666666666,11,4,0.187,0,0.4585449358059914,1
15426,0.6379677145110063,18.416666666666668,0.7926930101546551,0.7555555555555555,53,3.8,0.144,0,0.5417476986905225,1
